,v_id,v_name,v_dist,v_cat
5718,4bc8dd6d0687ef3b5dc6d8cc,Joe's Pizzeria,760,Pizza Place
5719,58c402d6126ae8310daa9114,Venus Restaurant,775,Restaurant
5720,4c4653d8dd35be9ab0a4ddd8,Wakamatsu,401,Japanese Restaurant
5721,5c4898965bc27d00251c97b8,Live Restaurant,865,Restaurant
5722,4f327a6419836c91c7dbb43f,Hyco Restaurant Supply Co,873,Miscellaneous Shop
5723,4f326b9619836c91c7d61385,Grand Buffet Restaurant,914,Food
5724,4e0ba17662e1dc3ed7883371,Angelo's Pizza & Restaurant,1105,Pizza Place
5725,4f3241a619836c91c7c5a7b7,Cornerstone Restaurant,1000,Food
5726,4e4dd05bbd41b76bef938b3f,Lotus Garden Restaurant,1030,Chinese Restaurant
5727,52dc4e69498e4089188bdb8c,krsytal restaurant,1125,Filipino Restaurant
5728,4b76ddd8f964a52075652ee3,Fame Diner,312,Diner
5729,4d1f5c8570ca60fc6e472c5e,Phillies Pizza,988,Pizza Place
5730,4f32b65e19836c91c7f251c2,Middle Village Cafe and Restaurant,1296,Coffee Shop
5731,4cb0e0a275ebb60c9998c8ad,Yummy Yummy,751,Chinese Restaurant
5732,4c38cf0818e72d7f191119f5,Fresh Pond Mexican Restaurant,550,Mexican Restaurant
5733,4f320c3a19833175d60b4974,Betsy Jonny Coffee and Restaurant,548,Coffee Shop
5734,5b4e102267e5f2002c2161ff,Victor's Bar & Restaurant,446,Steakhouse
5735,4c3a14600a71c9b64a9a43c9,Paradise Bar Restaurant & Garden,533,Bar
5736,50e1c9708aca7ff2b3e50353,Nepalese Indian Restaurant,896,Indian Restaurant
5737,4c79a973566db60c73db450e,European Coffee Bar,323,Coffee Shop
5738,4eba0e7c46906fa3576cadde,Apulum Restaurant and Bar,759,Bar
5739,4c13fad082a3c9b61c80fcf8,El Montanero Bakery & Restaurant,1067,Latin American Restaurant
5740,5afb021c628c83002c2a40e3,Flower Power Coffee House NYC,1138,Coffee Shop
5741,4a996668f964a5201e2e20e3,Tasty Restaurant & Cafe,868,Diner
5742,56635a61498e89524a06a4ef,Ama Coffee,947,Coffee Shop
5743,4b89b361f964a520074c32e3,Joe's Restaurant,188,Italian Restaurant
5744,4f328bb319836c91c7e24d66,Romanian Coffee,629,Coffee Shop
5745,57c85216498eec7de62f4c79,KC Taqueria Coffee Shop,536,Food Court
5746,4d7010d93599370491c7179d,Franks Coffee Shop,558,Coffee Shop
5747,4f32858719836c91c7dff537,Eddy Pizza Coffee Shop,596,Pizza Place
5748,4c7e952afb74236a7b95f7b9,Jorge's Restaurant,801,Latin American Restaurant
5749,4c12c62e7f7f2d7feaf2dd68,International Coffee Shop,912,Spanish Restaurant
5750,4e06713962e100e58169e14f,Lin Wan Restaurant,643,Chinese Restaurant
5751,4e13c6bbd22d40141712bbae,Fong Kwan Kitchen,760,Chinese Restaurant
5752,4c282b693492a593f20db728,J.co donuts & coffee,802,Donut Shop
5753,4baea375f964a52098c93be3,King Wah,264,Asian Restaurant
5754,4e4d72cabd413c4cc67125b4,Sparta Restaurant,277,Greek Restaurant
5755,4c0ae55abbc676b022b94ad5,Jade Seneca,913,Chinese Restaurant
5756,4be20422660ec928b682c83b,Double Chinese Restaurant,1053,Chinese Restaurant
5757,4b3aa59ff964a520db6b25e3,Delight Diner,453,Diner
5758,4cba28d19552b60c076ed88b,Parrot Coffee Grocery,878,Gourmet Shop
5759,4b537887f964a5208f9e27e3,Tropical Restaurant #3,549,South American Restaurant
5760,5786989f498e5f9223b9a854,Morning Coffee Inc,1030,Juice Bar
5761,4bfc732ed6f2c9b66e454fc8,Susano Pizza,811,Pizza Place
5762,4f555a11e4b024535a7a5db9,Amun Restaurant,790,Middle Eastern Restaurant
5763,5431ba1c498ec8da8a2e049e,Julie's Pizzeria & Restaurant,678,Pizza Place
5764,4c0bf2adffb8c9b621056e61,La Estrella del Mar,916,Latin American Restaurant
5765,4b7874b8f964a5209ccf2ee3,Toyo Japanese Restaurant,518,Japanese Restaurant
5766,4dc87c5cc65baa09435033fe,China Garden,374,Chinese Restaurant
5767,587109daf697e034abb5dde5,The NYC Bull - Restaurant & Rotisserie,537,Spanish Restaurant
5768,4bd0b8f177b29c745b568b82,Original Sal's Pizzeria & Restaurant,952,Pizza Place
5769,54e8add4498e1b6dac1b34d8,coffeenesse,646,Coffee Shop
5770,4f32372919836c91c7c185c5,PAC Food Restaurant,579,Food
5771,4c718e769e706dcb069c4862,Hong Kong,420,Chinese Restaurant
5772,4f43e5fa19836ed00191214a,Lo-to Restaurant,596,Food
5773,4bc4ada1920eb713d5161f2c,San Remo Pizzeria & Restaurant,997,Pizza Place
5774,4f32412519836c91c7c57448,Annunzias Pizza and Restaurant,667,Pizza Place
5775,4f3255ac19836c91c7cd90be,New Metro City Chinese Restaurant,672,Chinese Restaurant
5776,4e9a2f13dab4d1d4ac00207a,Green Jade restaurant,694,Chinese Restaurant
5777,4c703259d97fa1434b58f5ca,Randy's Restaurant,997,Chinese Restaurant
5778,5378d05c498ea25266a9d88c,Cream,878,American Restaurant
5779,4c06fcc0cf8c76b0cd6b3b65,Labella Mariella Pizzeria,793,Pizza Place
5780,4b8c164af964a5202bbd32e3,Ace Pizzeria & Restaurant,1041,Pizza Place
5781,4f32807b19836c91c7de0681,Eden Restaurant,807,Food
5782,5b3004f067f62b002cbb4dc5,Joy Asian Restaurant,57,Chinese Restaurant
5783,4ce5b5960f196dcb0ca032ae,Restaurant Erskine,628,American Restaurant
5784,4bf08c17b315c9b6692993ff,The Avenue Restaurant,722,American Restaurant
5785,4c699cc40e98a593d9eb2459,Sweet Rice,92,Chinese Restaurant
5786,4f326eff19836c91c7d75f65,Coffee Shop and Mexican Grocery,1322,Coffee Shop
5787,4f32546c19836c91c7cd13ba,Madison Coffee Shop,809,Coffee Shop
5788,4f46e2cce4b01d17b7fc214e,Bambino Pizza 2,219,Pizza Place
5789,4bd34db977b29c747a7e9082,New Lane Pizzeria And Restaurant,1094,Pizza Place
5790,4a9037aaf964a520991620e3,Chili's Grill & Bar,732,Tex-Mex Restaurant
5791,4f328b4119836c91c7e22292,Pasticcio Restaurant,737,Italian Restaurant
5792,4dffce1d7d8b6151fbd4e850,Las Comadres,1316,Mexican Restaurant
5793,4f329a4419836c91c7e7d47a,Salvatores Italian Restaurant and Clam Bar,781,Italian Restaurant
5794,4bb208a7f964a5206eb33ce3,Starbucks,599,Coffee Shop
5795,4f327efb19836c91c7dd752a,San Remo Pizzeria and Restaurant,809,Pizza Place
5796,4f320e3d19833175d60c172d,Latin Cabana Restaurant,876,Food
5797,4f32813a19836c91c7de4d98,Danys Pizza Restaurant,1351,Pizza Place
5798,4fa3ed63e4b0bcbb45e29e41,AMD USA (Restaurant Warehouse),1356,Department Store
5799,56266505498ee18f4356d2a1,Baha Restaurant,1139,Spanish Restaurant
5800,4bd9fe963904a5939194449e,King Wok,989,Chinese Restaurant
5801,4e3f1364b0fb875af8786fcd,Eastern Restaurant,1311,Chinese Restaurant
5802,4b3a5633f964a520f96425e3,J&D Pizzeria & Restaurant,392,Pizza Place
5803,4c8aa1b63dc2a1cd0ca9ae32,Fu Ying Chinese Restaurant,281,Chinese Restaurant
5804,4b68dab4f964a52043902be3,D'Angelo's Italian Pizzeria & Restaurant,873,Pizza Place
5805,4df50e846284fefe8fc7dba4,Stix Kosher Restaurant,562,Middle Eastern Restaurant
5806,4d2f909696fe6ea8152f0d44,Emerald Restaurant,199,Seafood Restaurant
5807,4b788de5f964a52063d62ee3,Tandoor Restaurant,528,Indian Restaurant
5808,4b7d6f3df964a52009be2fe3,Long Island Jewish Forest Hills Hospital,542,Hospital
5809,513502cbe4b0feed3fa72299,Miller's Ale House - Queens,737,Sports Bar
5810,4b68c90ff964a520da8c2be3,Great Wall Chinese Restaurant,1024,Chinese Restaurant
5811,4f326f8919836c91c7d79163,Number One Coffee Shop,446,Coffee Shop
5812,4f328f8919836c91c7e3c5c3,Registan Restaurant,263,Food
5813,52dbf442498ed47161caffa9,Maurya Banquet Hall & Restaurant,240,Event Space
5814,4c3292ae66e40f4773cac68b,L&K Chinese Restaurant,659,Chinese Restaurant
5815,4bafdd63f964a5202f273ce3,Cho-sen Garden,538,Chinese Restaurant
5816,4efdb050e5faf28699aa646f,Richies Coffee Truck,1098,Food Truck
5817,4c793956794e224ba19d6428,Gloria Jean's Coffees,1239,Coffee Shop
5818,45ac15a4f964a52061411fe3,Starbucks,528,Coffee Shop
5819,4c9ea4f42fb1a14398cfec40,Massandra Restaurant,255,Eastern European Restaurant
5820,4c2f68c416adc9288975bd9c,Lucky Fan Shun Chinese Restaurant,835,Chinese Restaurant
5821,5c13fbb6065ef5002c4a3607,Haifa Middle Eastern Restaurant,384,Falafel Restaurant
5822,4b774f61f964a520f6902ee3,Fortuna,671,Eastern European Restaurant
5823,4edac00e0aaf49e02a0e2f73,Tasty & Co,434,Chinese Restaurant
5824,4f32719d19836c91c7d86179,Micelli Restaurant,325,Italian Restaurant
5825,4d74505bed838cfa808b0c6b,Panda Chinese Restaurant,1270,Chinese Restaurant
5826,5308ed74498e1af14d2f7ed3,Olive Tree Restaurant,347,American Restaurant
5827,4e44839cd4c02cf15f63fd5a,J.C. Garden,329,Chinese Restaurant
5828,4d82d7c799b78cfa5863941f,Kai Fish Market & Restaurant,901,Seafood Restaurant
5829,4f32136619833175d60e1b61,Bonsai in Hokkaido Japanese Restaurant,550,Japanese Restaurant
5830,55398631498eda401279bc29,Mikihana Sushi & Asian Cusine | Forest Hills Sushi | Sushi Restaurant Forest Hills,563,Sushi Restaurant
5831,55f5a89d498e01edf413c05e,Maca Peruvian Restaurant,1098,Peruvian Restaurant
5832,4f4389f219834bc91f5764bf,Mado Japanese Restaurant,560,Japanese Restaurant
5833,4de822a988774aa92c9805bf,King David Kosher,547,Eastern European Restaurant
5834,4b526601f964a520587b27e3,Dragon King Chinese And Japanese Restaurant,851,Chinese Restaurant
5835,5625af69498ebbc62b61a382,Aaheli Restaurant,894,Indian Restaurant
5836,54568cc5498ed42af61bc55d,Tu Casa Restaurant,814,Peruvian Restaurant
5837,4f32b03f19836c91c7f00964,Maurya of Queens Restaurant,722,Food
5838,4d54a00f48ea6ea82088cca3,Primadonna,459,Pizza Place
5839,5c36aed73abcaf002c35059e,Wonderful 777 Chinese Restaurant And Bakery,746,Chinese Restaurant
5840,4ca8deb014c337044a8ed83b,Victoria Restaurant II,603,Eastern European Restaurant
5841,4bc1155974a9a5931253d1f6,Salute,841,Middle Eastern Restaurant
5842,4ee3dc705c5cfa48f9e64cee,Nadezha Restaurant,724,Eastern European Restaurant
5843,4f32afc219836c91c7efdb8f,Hup Hing Chinese Restaurant,1111,Food
5844,4f325d9119836c91c7d0a507,Avellino Restaurant and Pizzeria,1113,Pizza Place
5845,4cd98dea1647a0939d9be74c,Subway,435,Sandwich Place
5846,4f32ab1519836c91c7ee1fb8,Mediterraneo Cafe Restaurant,1268,Coffee Shop
5847,4e4d0d29bd413c4cc66e412d,El Traspatio Mexican Restaurant,1108,Mexican Restaurant
5848,4f32b6ae19836c91c7f26fca,Sizzler Restaurants,566,Steakhouse
5849,4e0fb9ac18a8bf9784da4ed4,Asia Chinese Restaurant,1056,Chinese Restaurant
5850,4c50b66c0ef3a593101ec77a,Manny's Restaurant,1105,Latin American Restaurant
5851,4f326eff19836c91c7d75f65,Coffee Shop and Mexican Grocery,649,Coffee Shop
5852,4c675e859cb82d7fb3b493d2,Tropical #1 Restaurant,372,Latin American Restaurant
5853,4e4cddd8bd413c4cc66cccff,Long River Chinese Restaurant,993,Chinese Restaurant
5854,4c8d389f5e048cfa3bd3d3cd,Caridad Restaurant,507,Latin American Restaurant
5855,4db73f110cb6c940bfa47206,New Pops,289,Restaurant
5856,4e4ce1d2bd413c4cc66ced2e,Peking Chinese Restaurant,199,Chinese Restaurant
5857,4c5d99d685a1e21ebbd65911,Cuenca Coffee Shop,901,South American Restaurant
5858,50a03d33e4b051548f079e93,Tajadas Bakery Restaurant,986,Restaurant
5859,4da24bbeb3e7236a1a3a1c79,Carlos' Pizzaria & Restaurant,613,Italian Restaurant
5860,56a80fd2498e008198b2b4cd,Evacha's Coffee Shop,869,Coffee Shop
5861,4bd34db977b29c747a7e9082,New Lane Pizzeria And Restaurant,909,Pizza Place
5862,4d4c956b0499a35d80b41cc3,Prima Pizzeria & Restaurant,941,Pizza Place
5863,4d8506089324236a6888c60e,Carnival House,601,Chinese Restaurant
5864,4e4ce201bd413c4cc66ceec3,Jeebo's Pasta & Pizza Restaurant,825,Pizza Place
5865,4e4ce1e2bd413c4cc66cedb1,Ocha Japanese Restaurant,302,Japanese Restaurant
5866,4ccf2e891ac7a1cd6c2d1292,Dumpling House,1069,Chinese Restaurant
5867,4e4ce1ccbd413c4cc66cecff,El Potrillo Bar & Restaurant,316,Mexican Restaurant
5868,4c5c84e8857ca593f352cacb,El Puerto Jarocho,313,Mexican Restaurant
5869,51145eaee4b07f9f74c0f973,ivan's coffee shop,1039,Coffee Shop
5870,5626cef5498e1226c02a6b50,U-Me Sushi,301,Japanese Restaurant
5871,4d28b072ebacb1f7bca0f34f,Subway Restaurant,881,Sandwich Place
5872,4e4ce1d4bd413c4cc66ced44,Golden Kitchen Chinese Restaurant,634,Chinese Restaurant
5873,4f325f8619836c91c7d166ab,Yestevc Restaurant and Bakery CRTN DBA Pcfc Restaurant,411,Food
5874,4e2c84c9aeb745b1facef6aa,Ho Wong Inc,398,Chinese Restaurant
5875,4c857644d4e23704783a8388,Subway,399,Sandwich Place
5876,4dffce1d7d8b6151fbd4e850,Las Comadres,691,Mexican Restaurant
5877,5178231be4b043f541aa3e7b,Oaxaquita La Bella Restaurant & Bakery,457,Mexican Restaurant
5878,567abb2d498e8f1d084261a2,Pollos Doña Maria,631,Restaurant
5879,4cc0ce291da0a1cd4e3b96c6,Dona Maria Restaurant,374,Spanish Restaurant
5880,4e4ce208bd413c4cc66cef0b,Mexico & El Salvador Restaurant,1267,Mexican Restaurant
5881,4f3260e519836c91c7d1f188,Navigator Restaurant,586,Food
5882,4f3252ba19836c91c7cc6cc9,Triangulo Restaurant,611,Food
5883,4de2d82dc65b7a3e212533e6,El Nuevo Triangulo,713,Latin American Restaurant
5884,4f3211e219833175d60d83f5,Rincon Monabita Restaurant,1028,Food
5885,4f323fe319836c91c7c4f622,Friends Restaurant,1321,Food
5886,50a82bffe4b027fd3a6fc164,Mariposa Restaurant,628,Spanish Restaurant
5887,4f32813a19836c91c7de4d98,Danys Pizza Restaurant,982,Pizza Place
5888,4f6dd26ae4b0f375f9d804a3,Panerama Bakery & Pastry Shop,886,Bakery
5889,50be39afe4b0624f8d2ec5e4,New Garden Chinese Restaurant,1199,Chinese Restaurant
5890,4e3e1d5caeb73139a18358a2,Sonya Punjabi Indian Restaurant,1244,Indian Restaurant
5891,4fa3ed63e4b0bcbb45e29e41,AMD USA (Restaurant Warehouse),1056,Department Store
5892,4c92c546332c370406578b64,Tropicana Restaurant & Bar,858,Lounge
5893,4f325e7a19836c91c7d101c2,Carida Restaurant,952,Food
5894,4f322a7519836c91c7bca5f0,Cristina Pizza Restaurant,952,Pizza Place
5895,4f326a6919836c91c7d5a04c,Sunrise Restaurant,961,Food
5896,4f3268d719836c91c7d5049d,Medina Hallah Restaurant,961,Food
5897,4c4349ead7fad13a91550ada,La Gitana Panaderia & Restaurant,468,Arepa Restaurant
5898,4d9c8e69c593a1cda6bb4b19,New Hei Lok,1073,Chinese Restaurant
5899,4f44247019836ed001928606,El Viejo Yayo Restaurant,961,Mexican Restaurant
5900,4e4e4c8fbd4101d0d7a726b3,Medina Restaurant,1114,Indian Restaurant
5901,4c39e32e18e72d7f32dc1af5,Libertad Restaurant,70,Spanish Restaurant
5902,5016df41e4b0c3be98b24d18,Denivan's coffee shop,344,Café
5903,4f32319619836c91c7bf5cd9,China Sea Restaurant,90,Chinese Restaurant
5904,4e4cddd8bd413c4cc66cccff,Long River Chinese Restaurant,769,Chinese Restaurant
5905,4d72e0adbce5721efd1bd515,Sunrise Restaurant,456,Chinese Restaurant
5906,4b632dedf964a5207a682ae3,Dallis Bros. Coffee,894,Food & Drink Shop
5907,4f32683819836c91c7d4c7fa,Demtos Coffee Shop,340,Food
5908,4cb21cebdb32f04db2a7cd4d,Aldo's Pizzeria & Restaurant,961,Italian Restaurant
5909,4d51e3fc747f6dcbcd5ac6d4,Tommy's Pizza,153,Pizza Place
5910,4e4cde17bd413c4cc66ccf51,Grant's Coffee Shop,409,Coffee Shop
5911,4e4cde18bd413c4cc66ccf5c,Empire Kitchen Chinese Restaurant,968,Chinese Restaurant
5912,4c7e9faad860b60c6e7b5e9d,S&A West Indian Restaurant,512,Caribbean Restaurant
5913,5025426be4b0cdd7ebb1b205,Liberty Coffee Shop,610,Café
5914,4e4ce208bd413c4cc66cef0b,Mexico & El Salvador Restaurant,644,Mexican Restaurant
5915,4ed9921af5b9213987b3cbd9,Johnnys Restaurant & Bar,998,Bar
5916,4d4c956b0499a35d80b41cc3,Prima Pizzeria & Restaurant,1056,Pizza Place
5917,4ce18b0caba88cfa7aef55d7,New Thriving,794,Caribbean Restaurant
5918,4cfc0ec5d8468cfae737f86b,SUBWAY,326,Sandwich Place
5919,4c20b99eebe52d7ff2fe3078,Jing Wah Chinese Restaurant,642,Chinese Restaurant
5920,4f32164819836c91c7b4773b,Red Robin Liberty Restaurant,1048,Fast Food Restaurant
5921,4b9e5367f964a52024da36e3,China Fun 1,471,Chinese Restaurant
5922,4c5de5a285a1e21e32db5a11,Good Taste,922,Chinese Restaurant
5923,4f4486fd19836ed00194b21f,Guadalupano Restaurant,557,Food
5924,4e4cde19bd413c4cc66ccf67,Tony's Dragon Garden Chinese Restaurant,1062,Chinese Restaurant
5925,4e4cdf04bd413c4cc66cd6f9,S & A West Indian Restaurant,498,Indian Restaurant
5926,4b79b41ff964a5204d0c2fe3,IHOP,172,Breakfast Spot
5927,51e881db498e43610df019ab,Golden Way Thai & Chinese Restaurant,624,Chinese Restaurant
5928,4e0695b1315117c55a207116,Tropical Jade Garden Restaurant,877,Caribbean Restaurant
5929,4e3e1d5caeb73139a18358a2,Sonya Punjabi Indian Restaurant,1004,Indian Restaurant
5930,4ef50e672c5b6efc37adf8f0,Golden Apple Restaurant,637,Caribbean Restaurant
5931,4f326a6919836c91c7d5a04c,Sunrise Restaurant,771,Food
5932,4f3268d719836c91c7d5049d,Medina Hallah Restaurant,771,Food
5933,4f328e5519836c91c7e35254,China Star Restaurant,788,Chinese Restaurant
5934,4f44247019836ed001928606,El Viejo Yayo Restaurant,771,Mexican Restaurant
5935,4cfd408720fe3704937c5ef8,3 Sisters & Shanta's Restaurant,798,Caribbean Restaurant
5936,4f32371119836c91c7c17d44,Joy Cheung Restaurant,941,Food
5937,4f322a7519836c91c7bca5f0,Cristina Pizza Restaurant,1046,Pizza Place
5938,4e3c672462e19d6109608187,Liberty Punjab Indian Restaurant,1029,Indian Restaurant
5939,4c5c58d594fd0f47a45ec845,SUBWAY,1001,Sandwich Place
5940,4bfa092f633d9c7415fd0743,Pizza Hut,937,Pizza Place
5941,4f3284c719836c91c7dfaa76,Victor Coffee Shop Restaurant,780,Coffee Shop
5942,4d793f73132d8eec4f7815be,G's Restaurant and Bakery,910,Caribbean Restaurant
5943,4ac7e812f964a5207fba20e3,Don Peppe,982,Italian Restaurant
5944,4bf9cf354a67c928658527cf,Rosemary's,393,Bar
5945,51256907e4b0289755c0f28a,Flamingo Restaurant & Mantra Lounge,1059,Caribbean Restaurant
5946,4bb159b9f964a520188e3ce3,RCL Enterprises Restaurant,1103,Southern / Soul Food Restaurant
5947,4e4e3d8bbd4101d0d7a5b330,New Dragon,775,Chinese Restaurant
5948,4d8e0bd1d00a6ea82c84af4f,Everygreen,613,Chinese Restaurant
5949,4e30c38514951609c51eeb0d,"G,s Restaurant",616,Restaurant
5950,5b4bcb5bdee770002cc409b0,Baadshah Indian Restaurant,717,North Indian Restaurant
5951,4f323c6919836c91c7c3958d,New Chinatown Restaurant,767,Chinese Restaurant
5952,4f45063b19836ed0019833c6,Dans Restaurant and Bakery,739,Bakery
5953,4f3243fb19836c91c7c69532,Double Dragon Restaurant,821,Food
5954,59ae1cde26659b32596c20ea,Prabhu Kirpa Sweets And Restaurant,876,Vegetarian / Vegan Restaurant
5955,4d3f1f7205b8721e921fa437,China Town Restaurant,825,Chinese Restaurant
5956,54f7a6a3498ed290b526e112,Idlewild restaurant & bar,903,Restaurant
5957,4e4dcd07bd41b76bef9351f4,King Taco Mexican Restaurant & Pizzeria,949,Mexican Restaurant
5958,4f3244d519836c91c7c6eed5,Dragon Chinese Restaurant,1056,Chinese Restaurant
5959,4c12e3df7f7f2d7f7136de68,Soul Food Restaurant,1105,Southern / Soul Food Restaurant
5960,4e5c0fde7d8bfb5e36b3484c,Aguirre Mexican Restaurant,1096,Mexican Restaurant
5961,4df5f03562e1288ed30bdbdd,Jetro/Restaurant Depot,586,Kitchen Supply Store
5962,4e4dbf17bd41b76bef927733,El Pollito Restaurant Incorporated,301,Spanish Restaurant
5963,4e4dbf11bd41b76bef9276ca,Akiyama Japanese Gourmet Restaurant,599,Japanese Restaurant
5964,565e29aa498e5954ca7ed880,El Sabor Columbian Restaurant,216,Restaurant
5965,4de58965e4cde71744abb6ca,Red Pepper Chinese Restaurant,397,Chinese Restaurant
5966,4c3b9f2062f1c9288ed58f53,Happy Town Chinese Restaurant,320,Chinese Restaurant
5967,56eddc29cd10365743697c37,Sabor Restaurant & Bakery,280,Latin American Restaurant
5968,4fb3dc90e4b0791d426d50d2,Pikaro Pan Colombian Restaurant and Bakery,271,South American Restaurant
5969,4be7f29dd837c9b64eada406,Jetro Cash & Carry,641,Coffee Shop
5970,51b27dca498ebff23a1304ec,Asian Restaurant,560,Asian Restaurant
5971,4e4dbf1fbd41b76bef9277b6,El Punto Columbiano Bakery & Restaurant,340,South American Restaurant
5972,4c5f4a9e12e5c928e0d61c4c,Mr. Pollo,316,Latin American Restaurant
5973,538a649b498ed10827136b94,Genaro's Pizzeria & Restaurant,317,Pizza Place
5974,56fb2915498e0e4bf2354275,Blue Tijuana Restaurant,300,Mexican Restaurant
5975,4cdb41696ad1a093c02ceb56,Canaan Restaurant,239,Asian Restaurant
5976,4da8eb9b1e72c1ab9bcfa9da,Kai Ying Chinese Restaurant,367,Chinese Restaurant
5977,4c324413ed37a5934e946b03,Martiniello's Pizzeria IV,795,Pizza Place
5978,50316268e4b0b49bb64a280a,Dish restaurant,799,Bar
5979,54a98ec2498e6c1a0a8c8376,Lulu Seafood,433,Seafood Restaurant
5980,4be1be18edbb0f479588a615,Coppola's Pizza & Restaurant,594,Pizza Place
5981,5151f792e4b00dbc86016ccb,seven star restaurant,665,American Restaurant
5982,4bdda6f10ee3a59360172eb0,Whitepoint Pizza,662,Pizza Place
5983,4bffe248ca1920a1206ced81,Keilly Chinese Restaurant,661,Chinese Restaurant
5984,4f325f7719836c91c7d1608a,Lollipops Ice Cream Parlor and Coffee Shop,826,Food
5985,5346dcb2498e1590c030d5c6,The Blvd,967,Lounge
5986,5bde48cbb8fd9d002c0f6126,Concettina Restaurant,1047,Italian Restaurant
5987,4c167c3ca81db71352ac85e7,Honmachi,760,Japanese Restaurant
5988,4bf716a85317a5930e72fd7e,Takara Sushi Japanese Restaurant,867,Japanese Restaurant
5989,4f32b4ae19836c91c7f1b028,Astron Restaurant,801,Food
5990,4f3221f019836c91c7b94ba1,J and J Best Restaurant,811,Food
5991,4c0ae6c9340720a146548793,Di Nardo's Restaurant and Pizzeria,907,Pizza Place
5992,4f32299519836c91c7bc4e57,Whitestone Garden Restaurant,973,Food
5993,593dcf83029a55375e0a8d54,Sunny Restaurant 鴻意順,986,Chinese Restaurant
5994,4c0c268b6071a5939c61e232,King's Chef,822,Chinese Restaurant
5995,4d7bca2586cfa143de12bca0,Jia Fu Lou Chinese Restaurant,1013,Chinese Restaurant
5996,4f32818b19836c91c7de6c6c,Ducale Restaurants,924,Food
5997,4b6752eef964a52006482be3,Gino's Pizzeria,982,Pizza Place
5998,4bedcbb41d5576b0e9b2beea,Puccini Restaurant,981,Italian Restaurant
5999,4b5a7d26f964a520fcc728e3,Bourbon Street Restaurant and Catering,352,Cajun / Creole Restaurant
6000,4b5f2e58f964a52080ab29e3,Cue Bar,814,Pool Hall
6001,51d9993a498e60ca1676f5e7,Maria's Restaurant,171,Mediterranean Restaurant
6002,4bac2209f964a52042e63ae3,Pho 32 & Shabu,864,Asian Restaurant
6003,4b3ab13ff964a520c96c25e3,Pete's Pizzeria and Restaurant,278,Pizza Place
6004,4c4617bbf88dc928e9b9ae75,Chelsea Coffee House,514,Café
6005,58c4b9f89b7eac1809bfb6ae,Song San Korean Chinese restaurant,746,Korean Restaurant
6006,4e3a8b6b1838961aff009449,Bayside Diner,837,Diner
6007,4bb7ca5b1261d13a83e2e798,Papazzio Restaurant,306,Italian Restaurant
6008,4f32468919836c91c7c7a188,The Old Forge Restaurant and Bar,317,Food
6009,4f43df4419836ed001910419,Planet Thai Restaurant,320,Thai Restaurant
6010,4b78929ff964a520aad72ee3,Bell Garden,277,Chinese Restaurant
6011,4f32a76619836c91c7ecc3bb,Bay Breeze Restaurant,345,Food
6012,4f1f4996e4b01ff351a7a50c,Ayna Agra Indian Restaurant,222,Indian Restaurant
6013,4f3238c819836c91c7c226e7,Jade Sea Restaurant,487,Food
6014,4a19ab55f964a520317a1fe3,Starbucks,874,Coffee Shop
6015,4e4dc183bd41b76bef92a048,Bellissima Pizza & Restaurant,694,Pizza Place
6016,4b801f9df964a520465430e3,Avli Little Greek Tavern,197,Greek Restaurant
6017,4e4dc15ebd41b76bef929df6,Chester's Restaurant & Bar,664,American Restaurant
6018,4e4dc16fbd41b76bef929ef9,China King Chinese Restaurant,693,Chinese Restaurant
6019,5612d364498e147771d222b4,Sabor Guarani,328,South American Restaurant
6020,5812959438fa6a3a65bcdf29,Chow Green Garden Restaurant,708,Chinese Restaurant
6021,4c4726dbc047be9abf9b2f79,Mr. Wasabi,566,Sushi Restaurant
6022,56bfc8c0cd10bb645d866c3d,Grand Restaurant,883,Dim Sum Restaurant
6023,4d2a85698e102c0f52cdd06e,Chinese House,738,Korean Restaurant
6024,4f324e5d19836c91c7cab5b5,Farrell's Restaurant,933,Food
6025,4f32a59d19836c91c7ec153c,Myung Ja Restaurant,888,Food
6026,5498b0a6498eb4f2ee12930b,PSI Restaurant Consulting,960,Business Service
6027,4f3215b719836c91c7b43e45,Maria's Trattoria Restaurant,958,Food
6028,4b3433cdf964a5200b2625e3,Ham Ji Bach,760,Korean Restaurant
6029,55be9d3a498e9f5df59cacd0,Dae Song Chinese Restaurant,739,Korean Restaurant
6030,4e4dc177bd41b76bef929f7d,The Inn Bar & Restaurant,1141,Bar
6031,4e5d748688771beefa997b52,Ham Ji Bak Restaurant,850,Korean Restaurant
6032,4e4dc175bd41b76bef929f61,New Apple Chinese Restaurant,1100,Chinese Restaurant
6033,4e4dc189bd41b76bef92a096,Samwongahk Oriental Restaurant,947,Asian Restaurant
6034,4ade2b85f964a5208c7321e3,Panda Garden Chinese Restaurant,859,Chinese Restaurant
6035,4da9c8614b22f071eaa7aefe,넌 짜장 난 짬뽕,730,Asian Restaurant
6036,4ae0ba11f964a520f98121e3,Chicken Lovers,841,BBQ Joint
6037,4c73d9554bc4236abbe4ce7a,Atlantis Coffee shop,394,Coffee Shop
6038,4f3234d919836c91c7c0a693,All Boro Coffee,193,Coffee Shop
6039,4bd3578041b9ef3b05f0ffe5,Tong Sam Gyup Goo Yi Restaurant,958,Korean Restaurant
6040,4b565b29f964a520eb0c28e3,TANG,803,Korean Restaurant
